0.782207	0.728009	0.754136	
0.998251	0.567714	0.723798	
0.989564	0.619217	0.761763	
0.873307	0.310395	0.458004	
0.858446	0.530666	0.655884	
0.924966	0.575776	0.709746	
0.997289	0.327158	0.492691	
0.878137	0.362495	0.513158	
0.999924	0.080416	0.148860	
0.998920	0.151118	0.262521	
0.954116	0.061622	0.115767	
0.999825	0.153500	0.266140	
0.999805	0.162399	0.279413	
0.990718	0.204565	0.339111	
0.993841	0.090693	0.166218	
0.709198	0.005649	0.011209	
0.988182	0.198750	0.330939	
0.988292	0.436215	0.605273	
0.491207	0.253502	0.334418	
0.439144	0.799914	0.567007	
0.695011	0.520679	0.595345	
0.281952	0.395599	0.329245	
0.573846	0.334069	0.422296	
0.564161	0.038435	0.071967	
